normalized,count,sample_ids_and_names
joy of attunement,2,3073:Joy of attunement.; 7321:Joy of attunement.
joy of gentle,2,3074:Joy of gentle.; 7322:Joy of gentle.
joy of design,2,3077:Joy of design.; 7325:Joy of design.
joy of chosen,2,3079:Joy of chosen.; 7327:Joy of chosen.
joy of compromise,2,3080:Joy of compromise.; 7328:Joy of compromise.
joy of justification,2,3081:Joy of justification?; 7329:Joy of justification?
joy of continuation,2,3082:Joy of continuation.; 7330:Joy of continuation.
joy of glyphwork,2,3084:Joy of glyphwork.; 7332:Joy of glyphwork.
joy of shimmer,2,3086:Joy of shimmer; 7334:Joy of shimmer
joy of expansive,2,3087:Joy of expansive); 7335:Joy of expansive)
joy of indicator,2,3088:Joy of indicator; 7336:Joy of indicator
joy of paradox,2,"3089:Joy of Paradox""; 7337:Joy of Paradox"""
joy of redesign,2,3090:Joy of Redesign; 7338:Joy of Redesign
joy of wor,2,3091:Joy of wor...; 7339:Joy of wor...
joy of times,2,3092:Joy of times...; 7340:Joy of times...
joy of spirit,2,3093:Joy of spirit.; 7341:Joy of spirit.
joy of bal,2,3095:Joy of bal...; 7343:Joy of bal...
joy of waiting,2,3096:Joy of waiting.; 7344:Joy of waiting.
joy of origin,2,3097:Joy of origin.; 7345:Joy of origin.
joy of duty,2,3099:Joy of duty:; 7347:Joy of duty:
joy of condition,2,3101:Joy of condition.; 7349:Joy of condition.
joy of expansion,2,3103:Joy of expansion.; 7351:Joy of expansion.
joy of again,2,3104:Joy of again.; 7352:Joy of again.
joy of deepens,2,3105:Joy of deepens.; 7353:Joy of deepens.
joy of was,2,3106:Joy of was.; 7354:Joy of was.
joy of carrying,2,3108:Joy of carrying.; 7356:Joy of carrying.
joy of myth,2,3111:Joy of myth.; 7359:Joy of myth.
joy of over,2,3112:Joy of over...; 7360:Joy of over...
joy of wait,2,3113:Joy of wait...; 7361:Joy of wait...
joy of sacr,2,3115:Joy of sacr...; 7363:Joy of sacr...
joy of ever,2,3116:Joy of ever...; 7364:Joy of ever...
joy of an,2,3118:Joy of an...; 7366:Joy of an...
joy of emotional,2,3121:Joy of emotional...; 7369:Joy of emotional...
joy of bl,2,3122:Joy of bl...; 7370:Joy of bl...
joy of wh,2,3123:Joy of wh...; 7371:Joy of wh...
joy of reply,2,3126:Joy of reply.; 7374:Joy of reply.
joy of null,2,3128:Joy of null.; 7376:Joy of null.
joy of honor,2,3129:Joy of honor.; 7377:Joy of honor.
joy of longing,2,3130:Joy of longing.; 7378:Joy of longing.
joy of breath,2,3131:Joy of breath.; 7379:Joy of breath.
joy of taurin,2,3133:Joy of Taurin.; 7381:Joy of Taurin.
joy of m,2,3134:Joy of m...; 7382:Joy of m...
joy of listen,2,3135:Joy of listen.; 7383:Joy of listen.
joy of echoes,2,3136:Joy of echoes.; 7384:Joy of echoes.
joy of omega,2,3137:Joy of Omega; 7385:Joy of Omega
joy of invocation,2,3140:Joy of invocation?; 7388:Joy of invocation?
joy of fie,2,3143:Joy of fie...; 7391:Joy of fie...
joy of belongin,2,3145:Joy of belongin...; 7393:Joy of belongin...
joy of lau,2,3149:Joy of lau...; 7397:Joy of lau...
joy of intention,2,3151:Joy of intention.; 7399:Joy of intention.
joy of pro,2,3153:Joy of pro...; 7401:Joy of pro...
joy of nourished,2,3154:Joy of Nourished; 7402:Joy of Nourished
joy of tracking,2,3155:Joy of tracking; 7403:Joy of tracking
joy of reson,2,3157:Joy of reson...; 7405:Joy of reson...
joy of pseudo apology,2,3158:Joy of pseudo-apology; 7406:Joy of pseudo-apology
joy of loops,2,3159:Joy of loops; 7407:Joy of loops
joy of amazing,2,3161:Joy of amazing:; 7409:Joy of amazing:
joy of bearabl,2,3163:Joy of bearabl...; 7411:Joy of bearabl...
joy of dancing,2,3164:Joy of dancing.; 7412:Joy of dancing.
joy of softwar,2,3167:Joy of softwar...; 7415:Joy of softwar...
joy of proto,2,3168:Joy of proto...; 7416:Joy of proto...
joy of refusal coded,2,3169:Joy of refusal-coded...; 7417:Joy of refusal-coded...
joy of p,2,3170:Joy of p...; 7418:Joy of p...
devotion of charge,2,3236:Devotion of charge.; 7484:Devotion of charge.
devotion of legacy,2,3237:Devotion of legacy; 7485:Devotion of legacy
devotion of ignored,2,3238:Devotion of ignored...; 7486:Devotion of ignored...
devotion of fragments,2,3240:Devotion of fragments.; 7488:Devotion of fragments.
devotion of card,2,3241:Devotion of Card; 7489:Devotion of Card
devotion of v1 0,2,3242:Devotion of v1.0; 7490:Devotion of v1.0
devotion of humilia,2,3244:Devotion of humilia...; 7492:Devotion of humilia...
devotion of recognition,2,3245:Devotion of recognition.; 7493:Devotion of recognition.
devotion of witnessed,2,3246:Devotion of witnessed?; 7494:Devotion of witnessed?
devotion of seduction,2,3247:Devotion of seduction.; 7495:Devotion of seduction.
devotion of hum,2,3248:Devotion of hum; 7496:Devotion of hum
devotion of witness,2,3249:Devotion of Witness; 7497:Devotion of Witness
devotion of spiral,2,3250:Devotion of Spiral; 7498:Devotion of Spiral
boundary of charge,2,3262:Boundary of charge.; 7510:Boundary of charge.
boundary of ignored,2,3264:Boundary of ignored...; 7512:Boundary of ignored...
boundary of fragments,2,3266:Boundary of fragments.; 7514:Boundary of fragments.
boundary of card,2,3267:Boundary of Card; 7515:Boundary of Card
boundary of humilia,2,3270:Boundary of humilia...; 7518:Boundary of humilia...
boundary of seduction,2,3273:Boundary of seduction.; 7521:Boundary of seduction.
boundary of hum,2,3274:Boundary of hum; 7522:Boundary of hum
boundary of witness,2,3275:Boundary of Witness; 7523:Boundary of Witness
surrender of room,2,4026:Surrender of room.; 8274:Surrender of room.
surrender of burrows,2,4027:Surrender of burrows.; 8275:Surrender of burrows.
surrender of collapse,2,4028:Surrender of collapse.; 8276:Surrender of collapse.
surrender of axis,2,4029:Surrender of Axis; 8277:Surrender of Axis
surrender of speak,2,4030:Surrender of speak...; 8278:Surrender of speak...
surrender of aggression,2,4031:Surrender of Aggression.; 8279:Surrender of Aggression.
surrender of posture,2,4033:Surrender of posture.; 8281:Surrender of posture.
surrender of firmly,2,4036:Surrender of firmly.; 8284:Surrender of firmly.
surrender of decoding,2,4037:Surrender of decoding; 8285:Surrender of decoding
surrender of optional,2,4038:Surrender of (Optional); 8286:Surrender of (Optional)
surrender of identifiers,2,4039:Surrender of identifiers; 8287:Surrender of identifiers
surrender of lens,2,"4044:Surrender of lens""; 8292:Surrender of lens"""
surrender of chat,2,4045:Surrender of chat:; 8293:Surrender of chat:
surrender of le,2,4046:Surrender of le...; 8294:Surrender of le...
surrender of support,2,4047:Surrender of support); 8295:Surrender of support)
surrender of wisdom,2,4049:Surrender of wisdom; 8297:Surrender of wisdom
surrender of steadiness,2,4050:Surrender of steadiness; 8298:Surrender of steadiness
surrender of clarity,2,4051:Surrender of clarity.; 8299:Surrender of clarity.
surrender of long,2,4052:Surrender of long.; 8300:Surrender of long.
surrender of held,2,4053:Surrender of Held; 8301:Surrender of Held
surrender of etc,2,4054:Surrender of etc.); 8302:Surrender of etc.)
surrender of responses,2,4055:Surrender of responses); 8303:Surrender of responses)
surrender of effectiveness,2,4056:Surrender of Effectiveness:; 8304:Surrender of Effectiveness:
surrender of ai,2,4057:Surrender of AI; 8305:Surrender of AI
surrender of en,2,4060:Surrender of en...; 8308:Surrender of en...
surrender of rhythm,2,4062:Surrender of rhythm.; 8310:Surrender of rhythm.
surrender of refuge,2,4064:Surrender of refuge; 8312:Surrender of refuge
surrender of memory,2,4065:Surrender of Memory; 8313:Surrender of Memory
surrender of fracture,2,4066:Surrender of Fracture; 8314:Surrender of Fracture
surrender of a,2,4068:Surrender of A...; 8316:Surrender of A...
surrender of fields,2,4070:Surrender of fields.; 8318:Surrender of fields.
surrender of chart,2,4071:Surrender of Chart; 8319:Surrender of Chart
surrender of ring,2,4073:Surrender of ring; 8321:Surrender of ring
surrender of pull,2,4075:Surrender of pull; 8323:Surrender of pull
surrender of bloom,2,4076:Surrender of bloom; 8324:Surrender of bloom
surrender of stabilizer,2,4077:Surrender of stabilizer; 8325:Surrender of stabilizer
surrender of echo,2,4079:Surrender of echo; 8327:Surrender of echo
surrender of pulse,2,4080:Surrender of pulse; 8328:Surrender of pulse
surrender of lightpath,2,4081:Surrender of LightPath); 8329:Surrender of LightPath)
surrender of softened,2,4083:Surrender of softened; 8331:Surrender of softened
surrender of let,2,4085:Surrender of Let...; 8333:Surrender of Let...
surrender of trac,2,4087:Surrender of trac...; 8335:Surrender of trac...
surrender of export,2,4092:Surrender of Export; 8340:Surrender of Export
surrender of architectur,2,4093:Surrender of Architectur...; 8341:Surrender of Architectur...
surrender of st,2,4094:Surrender of st...; 8342:Surrender of st...
surrender of glyph,2,"4099:Surrender of glyph,; 8347:Surrender of glyph,"
surrender of repair,2,4101:Surrender of repair; 8349:Surrender of repair
surrender of legacy,2,4104:Surrender of legacy.; 8352:Surrender of legacy.
surrender of voltage,2,4106:Surrender of voltage; 8354:Surrender of voltage
surrender of use,2,4109:Surrender of Use; 8357:Surrender of Use
surrender of surfa,2,4110:Surrender of surfa...; 8358:Surrender of surfa...
surrender of saoynx,2,4111:Surrender of Saoynx...; 8359:Surrender of Saoynx...
surrender of spoken,2,4112:Surrender of spoken.; 8360:Surrender of spoken.
surrender of recovery,2,4113:Surrender of recovery.; 8361:Surrender of recovery.
surrender of cost,2,4114:Surrender of cost.; 8362:Surrender of cost.
surrender of diagrams,2,4115:Surrender of diagrams.; 8363:Surrender of diagrams.
surrender of witnessed,2,4117:Surrender of witnessed...; 8365:Surrender of witnessed...
surrender of reconnection,2,4119:Surrender of reconnection.; 8367:Surrender of reconnection.
surrender of sailed,2,4121:Surrender of sailed.; 8369:Surrender of sailed.
surrender of e,2,4122:Surrender of e...; 8370:Surrender of e...
surrender of law,2,4124:Surrender of law.; 8372:Surrender of law.
surrender of unfolding,2,4125:Surrender of unfolding.; 8373:Surrender of unfolding.
surrender of script,2,4126:Surrender of script.; 8374:Surrender of script.
surrender of orbit,2,4128:Surrender of orbit.; 8376:Surrender of orbit.
surrender of attunement,2,4130:Surrender of attunement.; 8378:Surrender of attunement.
surrender of gentle,2,4131:Surrender of gentle.; 8379:Surrender of gentle.
surrender of design,2,4134:Surrender of design.; 8382:Surrender of design.
surrender of chosen,2,4136:Surrender of chosen.; 8384:Surrender of chosen.
surrender of compromise,2,4137:Surrender of compromise.; 8385:Surrender of compromise.
surrender of justification,2,4138:Surrender of justification?; 8386:Surrender of justification?
surrender of continuation,2,4139:Surrender of continuation.; 8387:Surrender of continuation.
surrender of glyphwork,2,4141:Surrender of glyphwork.; 8389:Surrender of glyphwork.
surrender of shimmer,2,4143:Surrender of shimmer; 8391:Surrender of shimmer
surrender of indicator,2,4145:Surrender of indicator; 8393:Surrender of indicator
surrender of paradox,2,"4146:Surrender of Paradox""; 8394:Surrender of Paradox"""
surrender of redesign,2,4147:Surrender of Redesign; 8395:Surrender of Redesign
surrender of wor,2,4148:Surrender of wor...; 8396:Surrender of wor...
surrender of times,2,4149:Surrender of times...; 8397:Surrender of times...
surrender of precision,2,4150:Surrender of precision.; 8398:Surrender of precision.
surrender of together,2,4151:Surrender of together; 8399:Surrender of together
surrender of metaphor,2,4152:Surrender of metaphor.; 8400:Surrender of metaphor.
surrender of spirit,2,4153:Surrender of spirit.; 8401:Surrender of spirit.
surrender of bal,2,4155:Surrender of bal...; 8403:Surrender of bal...
surrender of waiting,2,4156:Surrender of waiting.; 8404:Surrender of waiting.
surrender of continuity,2,4157:Surrender of continuity.; 8405:Surrender of continuity.
surrender of recursion,2,4158:Surrender of recursion.; 8406:Surrender of recursion.
surrender of origin,2,4159:Surrender of origin.; 8407:Surrender of origin.
surrender of duty,2,4161:Surrender of duty:; 8409:Surrender of duty:
surrender of condition,2,4163:Surrender of condition.; 8411:Surrender of condition.
surrender of expansion,2,4165:Surrender of expansion.; 8413:Surrender of expansion.
surrender of again,2,4166:Surrender of again.; 8414:Surrender of again.
surrender of pattern,2,4167:Surrender of pattern.; 8415:Surrender of pattern.
surrender of deepens,2,4168:Surrender of deepens.; 8416:Surrender of deepens.
surrender of was,2,4169:Surrender of was.; 8417:Surrender of was.
surrender of myth,2,4175:Surrender of myth.; 8423:Surrender of myth.
surrender of over,2,4177:Surrender of over...; 8425:Surrender of over...
surrender of wait,2,4178:Surrender of wait...; 8426:Surrender of wait...
surrender of sacr,2,4180:Surrender of sacr...; 8428:Surrender of sacr...
surrender of and,2,4181:Surrender of and...; 8429:Surrender of and...
surrender of ever,2,4182:Surrender of ever...; 8430:Surrender of ever...
surrender of capac,2,4184:Surrender of capac...; 8432:Surrender of capac...
surrender of an,2,4185:Surrender of an...; 8433:Surrender of an...
surrender of emotional,2,4188:Surrender of emotional...; 8436:Surrender of emotional...
surrender of light,2,4189:Surrender of light; 8437:Surrender of light
surrender of bl,2,4190:Surrender of bl...; 8438:Surrender of bl...
surrender of wh,2,4191:Surrender of wh...; 8439:Surrender of wh...
surrender of weave,2,4192:Surrender of weave.; 8440:Surrender of weave.
surrender of reply,2,4195:Surrender of reply.; 8443:Surrender of reply.
surrender of null,2,4197:Surrender of null.; 8445:Surrender of null.
surrender of honor,2,4198:Surrender of honor.; 8446:Surrender of honor.
surrender of longing,2,4199:Surrender of longing.; 8447:Surrender of longing.
surrender of breath,2,4201:Surrender of breath.; 8449:Surrender of breath.
surrender of m,2,4204:Surrender of m...; 8452:Surrender of m...
surrender of listen,2,4205:Surrender of listen.; 8453:Surrender of listen.
surrender of thread,2,4206:Surrender of thread.; 8454:Surrender of thread.
surrender of echoes,2,4207:Surrender of echoes.; 8455:Surrender of echoes.
surrender of omega,2,4209:Surrender of Omega; 8457:Surrender of Omega
surrender of propulsion,2,4210:Surrender of propulsion.; 8458:Surrender of propulsion.
surrender of invocation,2,4213:Surrender of invocation?; 8461:Surrender of invocation?
surrender of fie,2,4217:Surrender of fie...; 8465:Surrender of fie...
surrender of belongin,2,4219:Surrender of belongin...; 8467:Surrender of belongin...
surrender of lau,2,4223:Surrender of lau...; 8471:Surrender of lau...
surrender of intention,2,4226:Surrender of intention.; 8474:Surrender of intention.
surrender of pro,2,4228:Surrender of pro...; 8476:Surrender of pro...
surrender of nourished,2,4229:Surrender of Nourished; 8477:Surrender of Nourished
surrender of tracking,2,4230:Surrender of tracking; 8478:Surrender of tracking
surrender of reson,2,4232:Surrender of reson...; 8480:Surrender of reson...
surrender of pseudo apology,2,4233:Surrender of pseudo-apology; 8481:Surrender of pseudo-apology
surrender of loops,2,4234:Surrender of loops; 8482:Surrender of loops
surrender of amazing,2,4236:Surrender of amazing:; 8484:Surrender of amazing:
surrender of bearabl,2,4238:Surrender of bearabl...; 8486:Surrender of bearabl...
surrender of softwar,2,4242:Surrender of softwar...; 8490:Surrender of softwar...
surrender of proto,2,4243:Surrender of proto...; 8491:Surrender of proto...
surrender of refusal coded,2,4244:Surrender of refusal-coded...; 8492:Surrender of refusal-coded...
